Lantana Hall,lantana-hall-txstate,Texas State University,San Marcos,TX,Double,Communal,,,https://www.reslife.txst.edu/get-started/options.html,,,https://www.reslife.txst.edu/get-started/options.html,Texas State University Housing and Residential Life,2025-2026,2026-05-17
Laurel Hall,laurel-hall-txstate,Texas State University,San Marcos,TX,Double,Communal,,,https://www.reslife.txst.edu/get-started/options.html,,,https://www.reslife.txst.edu/get-started/options.html,Texas State University Housing and Residential Life,2025-2026,2026-05-17
Mesquite Hall,mesquite-hall-txstate,Texas State University,San Marcos,TX,Double,Communal,,,https://www.reslife.txst.edu/get-started/options.html,,,https://www.reslife.txst.edu/get-started/options.html,Texas State University Housing and Residential Life,2025-2026,2026-05-17
Retama Hall,retama-hall-txstate,Texas State University,San Marcos,TX,Double,Communal,,,https://www.reslife.txst.edu/get-started/options.html,,,https://www.reslife.txst.edu/get-started/options.html,Texas State University Housing and Residential Life,2025-2026,2026-05-17
Richard A. Castro Hall,richard-a-castro-hall-txstate,Texas State University,San Marcos,TX,Double,Communal,,,https://www.reslife.txst.edu/get-started/options.html,,,https://www.reslife.txst.edu/get-started/options.html,Texas State University Housing and Residential Life,2025-2026,2026-05-17
San Jacinto Hall,san-jacinto-hall-txstate,Texas State University,San Marcos,TX,Double,Communal,,,https://www.reslife.txst.edu/get-started/options.html,,,https://www.reslife.txst.edu/get-started/options.html,Texas State University Housing and Residential Life,2025-2026,2026-05-17
San Marcos Hall,san-marcos-hall-txstate,Texas State University,San Marcos,TX,Double,Communal,,,https://www.reslife.txst.edu/get-started/options.html,,,https://www.reslife.txst.edu/get-started/options.html,Texas State University Housing and Residential Life,2025-2026,2026-05-17
Sayers Hall,sayers-hall-txstate,Texas State University,San Marcos,TX,Double,Communal,,,https://www.reslife.txst.edu/get-started/options.html,,,https://www.reslife.txst.edu/get-started/options.html,Texas State University Housing and Residential Life,2025-2026,2026-05-17
Sterry Hall,sterry-hall-txstate,Texas State University,San Marcos,TX,Double,Communal,,,https://www.reslife.txst.edu/get-started/options.html,,,https://www.reslife.txst.edu/get-started/options.html,Texas State University Housing and Residential Life,2025-2026,2026-05-17
Tower Hall,tower-hall-txstate,Texas State University,San Marcos,TX,Double,Communal,,,https://www.reslife.txst.edu/get-started/options.html,,,https://www.reslife.txst.edu/get-started/options.html,Texas State University Housing and Residential Life,2025-2026,2026-05-17
Balcones Apartments,balcones-apartments-txstate,Texas State University,San Marcos,TX,Apartment,Private,,,https://www.reslife.txst.edu/get-started/options.html,Apartment-style residence,,https://www.reslife.txst.edu/get-started/options.html,Texas State University Housing and Residential Life,2025-2026,2026-05-17
Bobcat Village Apartments,bobcat-village-apartments-txstate,Texas State University,San Marcos,TX,Apartment,Private,,,https://www.reslife.txst.edu/get-started/options.html,Apartment-style residence,,https://www.reslife.txst.edu/get-started/options.html,Texas State University Housing and Residential Life,2025-2026,2026-05-17
Cypress Apartments,cypress-apartments-txstate,Texas State University,San Marcos,TX,Apartment,Private,,,https://www.reslife.txst.edu/get-started/options.html,Apartment-style residence,,https://www.reslife.txst.edu/get-started/options.html,Texas State University Housing and Residential Life,2025-2026,2026-05-17
Sneed Hall,sneed-hall-ttu,Texas Tech University,Lubbock,TX,Double,Communal,,,https://www.depts.ttu.edu/housing/halls/hallselectionguide.php,,,https://www.depts.ttu.edu/housing/halls/hallselectionguide.php,Texas Tech University Housing,2025-2026,2026-05-17
Horn Hall,horn-hall-ttu,Texas Tech University,Lubbock,TX,Double,Communal,,,https://www.depts.ttu.edu/housing/halls/hallselectionguide.php,,,https://www.depts.ttu.edu/housing/halls/hallselectionguide.php,Texas Tech University Housing,2025-2026,2026-05-17
Knapp Hall,knapp-hall-ttu,Texas Tech University,Lubbock,TX,Double,Communal,,,https://www.depts.ttu.edu/housing/halls/hallselectionguide.php,,,https://www.depts.ttu.edu/housing/halls/hallselectionguide.php,Texas Tech University Housing,2025-2026,2026-05-17
Wall Hall,wall-hall-ttu,Texas Tech University,Lubbock,TX,Double,Communal,,,https://www.depts.ttu.edu/housing/halls/hallselectionguide.php,,,https://www.depts.ttu.edu/housing/halls/hallselectionguide.php,Texas Tech University Housing,2025-2026,2026-05-17
Gates Hall,gates-hall-ttu,Texas Tech University,Lubbock,TX,Double,Communal,,,https://www.depts.ttu.edu/housing/halls/hallselectionguide.php,,,https://www.depts.ttu.edu/housing/halls/hallselectionguide.php,Texas Tech University Housing,2025-2026,2026-05-17
Hulen Hall,hulen-hall-ttu,Texas Tech University,Lubbock,TX,Double,Communal,,,https://www.depts.ttu.edu/housing/halls/hulen.php,,,https://www.depts.ttu.edu/housing/halls/hallselectionguide.php,Texas Tech University Housing,2025-2026,2026-05-17
Clement Hall,clement-hall-ttu,Texas Tech University,Lubbock,TX,Double,Communal,,,https://www.depts.ttu.edu/housing/halls/hallselectionguide.php,,,https://www.depts.ttu.edu/housing/halls/hallselectionguide.php,Texas Tech University Housing,2025-2026,2026-05-17
Coleman Hall,coleman-hall-ttu,Texas Tech University,Lubbock,TX,Double,Communal,,,https://www.depts.ttu.edu/housing/halls/hallselectionguide.php,,,https://www.depts.ttu.edu/housing/halls/hallselectionguide.php,Texas Tech University Housing,2025-2026,2026-05-17
Chitwood Hall,chitwood-hall-ttu,Texas Tech University,Lubbock,TX,Double,Communal,,,https://www.depts.ttu.edu/housing/halls/hallselectionguide.php,,,https://www.depts.ttu.edu/housing/halls/hallselectionguide.php,Texas Tech University Housing,2025-2026,2026-05-17
Weymouth Hall,weymouth-hall-ttu,Texas Tech University,Lubbock,TX,Double,Communal,,,https://www.depts.ttu.edu/housing/halls/hallselectionguide.php,,,https://www.depts.ttu.edu/housing/halls/hallselectionguide.php,Texas Tech University Housing,2025-2026,2026-05-17
Stangel Hall,stangel-hall-ttu,Texas Tech University,Lubbock,TX,Double,Communal,,,https://www.depts.ttu.edu/housing/halls/hallselectionguide.php,,,https://www.depts.ttu.edu/housing/halls/hallselectionguide.php,Texas Tech University Housing,2025-2026,2026-05-17
Murdough Hall,murdough-hall-ttu,Texas Tech University,Lubbock,TX,Double,Communal,,,https://www.depts.ttu.edu/housing/halls/hallselectionguide.php,,,https://www.depts.ttu.edu/housing/halls/hallselectionguide.php,Texas Tech University Housing,2025-2026,2026-05-17
Honors Hall,honors-hall-ttu,Texas Tech University,Lubbock,TX,Double,Communal,,,https://www.depts.ttu.edu/housing/halls/hallselectionguide.php,,,https://www.depts.ttu.edu/housing/halls/hallselectionguide.php,Texas Tech University Housing,2025-2026,2026-05-17
Murray Hall,murray-hall-ttu,Texas Tech University,Lubbock,TX,Double,Communal,,,https://www.depts.ttu.edu/housing/halls/murray.php,,,https://www.depts.ttu.edu/housing/halls/hallselectionguide.php,Texas Tech University Housing,2025-2026,2026-05-17
Carpenter Hall,carpenter-hall-ttu,Texas Tech University,Lubbock,TX,Suite,Shared,,,https://www.depts.ttu.edu/housing/halls/hallselectionguide.php,Carpenter/Wells suite complex,,https://www.depts.ttu.edu/housing/halls/hallselectionguide.php,Texas Tech University Housing,2025-2026,2026-05-17
Wells Hall,wells-hall-ttu,Texas Tech University,Lubbock,TX,Suite,Shared,,,https://www.depts.ttu.edu/housing/halls/hallselectionguide.php,Carpenter/Wells suite complex,,https://www.depts.ttu.edu/housing/halls/hallselectionguide.php,Texas Tech University Housing,2025-2026,2026-05-17
West Village,west-village-ttu,Texas Tech University,Lubbock,TX,Apartment,Private,,,https://www.depts.ttu.edu/housing/halls/hallselectionguide.php,Apartment-style residence,,https://www.depts.ttu.edu/housing/halls/hallselectionguide.php,Texas Tech University Housing,2025-2026,2026-05-17
Talkington Hall,talkington-hall-ttu,Texas Tech University,Lubbock,TX,Suite,Private,,,https://www.depts.ttu.edu/housing/halls/talkington.php,Suite-style residence,,https://www.depts.ttu.edu/housing/halls/hallselectionguide.php,Texas Tech University Housing,2025-2026,2026-05-17
Gordon Hall,gordon-hall-ttu,Texas Tech University,Lubbock,TX,Double,Communal,,,https://www.depts.ttu.edu/housing/halls/hallselectionguide.php,,,https://www.depts.ttu.edu/housing/halls/hallselectionguide.php,Texas Tech University Housing,2025-2026,2026-05-17
Beze Hall,beze-hall-trinity-tx,Trinity University TX,San Antonio,TX,Double,Communal,,,https://trinity.edu/directory/departments-offices/residential-life/housing-options,First-year residence,,https://trinity.edu/directory/departments-offices/residential-life/housing-options,Trinity University Residential Life,2025-2026,2026-05-17
Herndon Hall,herndon-hall-trinity-tx,Trinity University TX,San Antonio,TX,Double,Communal,,,https://trinity.edu/directory/departments-offices/residential-life/housing-options,First-year residence,,https://trinity.edu/directory/departments-offices/residential-life/housing-options,Trinity University Residential Life,2025-2026,2026-05-17
McLean Hall,mclean-hall-trinity-tx,Trinity University TX,San Antonio,TX,Double,Communal,,,https://trinity.edu/directory/departments-offices/residential-life/housing-options,First-year residence,,https://trinity.edu/directory/departments-offices/residential-life/housing-options,Trinity University Residential Life,2025-2026,2026-05-17
Miller Hall,miller-hall-trinity-tx,Trinity University TX,San Antonio,TX,Double,Communal,,,https://trinity.edu/directory/departments-offices/residential-life/housing-options/first-year/miller,First-year residence,,https://trinity.edu/directory/departments-offices/residential-life/housing-options,Trinity University Residential Life,2025-2026,2026-05-17
Witt-Winn Hall,witt-winn-hall-trinity-tx,Trinity University TX,San Antonio,TX,Double,Communal,,,https://trinity.edu/directory/departments-offices/residential-life/housing-options,First-year residence,,https://trinity.edu/directory/departments-offices/residential-life/housing-options,Trinity University Residential Life,2025-2026,2026-05-17
Calvert Hall,calvert-hall-trinity-tx,Trinity University TX,San Antonio,TX,Double,Communal,,,https://trinity.edu/directory/departments-offices/residential-life/housing-options,Sophomore residence,,https://trinity.edu/directory/departments-offices/residential-life/housing-options,Trinity University Residential Life,2025-2026,2026-05-17
Murchison Hall,murchison-hall-trinity-tx,Trinity University TX,San Antonio,TX,Double,Communal,,,https://trinity.edu/directory/departments-offices/residential-life/housing-options,Sophomore residence,,https://trinity.edu/directory/departments-offices/residential-life/housing-options,Trinity University Residential Life,2025-2026,2026-05-17
Prassel Hall,prassel-hall-trinity-tx,Trinity University TX,San Antonio,TX,Double,Communal,,,https://trinity.edu/directory/departments-offices/residential-life/housing-options,Sophomore residence,,https://trinity.edu/directory/departments-offices/residential-life/housing-options,Trinity University Residential Life,2025-2026,2026-05-17
Thomas Hall,thomas-hall-trinity-tx,Trinity University TX,San Antonio,TX,Double,Communal,,,https://trinity.edu/directory/departments-offices/residential-life/housing-options,Sophomore residence,,https://trinity.edu/directory/departments-offices/residential-life/housing-options,Trinity University Residential Life,2025-2026,2026-05-17
City Vista Apartments,city-vista-apartments-trinity-tx,Trinity University TX,San Antonio,TX,Apartment,Private,,,https://trinity.edu/directory/departments-offices/residential-life/housing-options/upper-division,Upper-division apartments,,https://trinity.edu/directory/departments-offices/residential-life/housing-options,Trinity University Residential Life,2025-2026,2026-05-17
Isabel Hall,isabel-hall-trinity-tx,Trinity University TX,San Antonio,TX,Apartment,Private,,,https://trinity.edu/directory/departments-offices/residential-life/housing-options/upper-division,Upper-division residence,,https://trinity.edu/directory/departments-offices/residential-life/housing-options,Trinity University Residential Life,2025-2026,2026-05-17
Lightner Hall,lightner-hall-trinity-tx,Trinity University TX,San Antonio,TX,Apartment,Private,,,https://trinity.edu/directory/departments-offices/residential-life/housing-options/upper-division,Upper-division residence,,https://trinity.edu/directory/departments-offices/residential-life/housing-options,Trinity University Residential Life,2025-2026,2026-05-17
Myrtle Hall,myrtle-hall-trinity-tx,Trinity University TX,San Antonio,TX,Apartment,Private,,,https://trinity.edu/directory/departments-offices/residential-life/housing-options/upper-division,Upper-division residence,,https://trinity.edu/directory/departments-offices/residential-life/housing-options,Trinity University Residential Life,2025-2026,2026-05-17
North Hall,north-hall-trinity-tx,Trinity University TX,San Antonio,TX,Single,Private,,,https://trinity.edu/directory/departments-offices/residential-life/housing-options/upper-division/north,Upper-division private bedroom suites,,https://trinity.edu/directory/departments-offices/residential-life/housing-options,Trinity University Residential Life,2025-2026,2026-05-17
South Hall,south-hall-trinity-tx,Trinity University TX,San Antonio,TX,Apartment,Private,,,https://trinity.edu/directory/departments-offices/residential-life/housing-options/upper-division/south,Upper-division residence,,https://trinity.edu/directory/departments-offices/residential-life/housing-options,Trinity University Residential Life,2025-2026,2026-05-17
Susanna Hall,susanna-hall-trinity-tx,Trinity University TX,San Antonio,TX,Apartment,Private,,,https://trinity.edu/directory/departments-offices/residential-life/housing-options/upper-division,Upper-division residence,,https://trinity.edu/directory/departments-offices/residential-life/housing-options,Trinity University Residential Life,2025-2026,2026-05-17
Crossroads Hall,crossroads-hall-tjc,Tyler Junior College,Tyler,TX,Double,Communal,2015,248,https://tjc.edu/campus-life/residential-life-housing/crossroads-hall/,,,https://tjc.edu/campus-life/residential-life-housing/,Tyler Junior College Residential Life,2025-2026,2026-05-17
Bateman Hall,bateman-hall-tjc,Tyler Junior College,Tyler,TX,Double,Communal,1968,156,https://tjc.edu/campus-life/residential-life-housing/bateman-hall/,,,https://tjc.edu/campus-life/residential-life-housing/,Tyler Junior College Residential Life,2025-2026,2026-05-17
Holley Hall,holley-hall-tjc,Tyler Junior College,Tyler,TX,Double,Communal,1969,58,https://tjc.edu/campus-life/residential-life-housing/holley-hall/,,,https://tjc.edu/campus-life/residential-life-housing/,Tyler Junior College Residential Life,2025-2026,2026-05-17
Claridge Hall,claridge-hall-tjc,Tyler Junior College,Tyler,TX,Double,Communal,,,https://www.tjc.edu/info/20015/residential_life_and_housing/186/residence_halls/3,,,https://tjc.edu/campus-life/residential-life-housing/,Tyler Junior College Residential Life,2025-2026,2026-05-17
Hudnall Hall,hudnall-hall-tjc,Tyler Junior College,Tyler,TX,Double,Communal,,,https://www.tjc.edu/info/20015/residential_life_and_housing/186/residence_halls/5,,,https://tjc.edu/campus-life/residential-life-housing/,Tyler Junior College Residential Life,2025-2026,2026-05-17
Ornelas Hall Complex,ornelas-hall-complex-tjc,Tyler Junior College,Tyler,TX,Double,Communal,,,https://www.tjc.edu/info/20015/residential_life_and_housing/186/residence_halls/6,,,https://tjc.edu/campus-life/residential-life-housing/,Tyler Junior College Residential Life,2025-2026,2026-05-17
Vaughn Hall,vaughn-hall-tjc,Tyler Junior College,Tyler,TX,Double,Communal,,,https://tjc.edu/campus-life/residential-life-housing/,,,https://tjc.edu/campus-life/residential-life-housing/,Tyler Junior College Residential Life,2025-2026,2026-05-17
Beall House,beall-house-umhb,University of Mary Hardin-Baylor,Belton,TX,Apartment,Private,2000,,https://www.umhb.edu/students/residence/housing-options,Apartment-style residential building,,https://www.umhb.edu/students/residence/housing-options,UMHB Residence Life,2025-2026,2026-05-17
Burt Hall,burt-hall-umhb,University of Mary Hardin-Baylor,Belton,TX,Double,Communal,1920,,https://www.umhb.edu/students/residence/housing-options,Women's residence,,https://www.umhb.edu/students/residence/housing-options,UMHB Residence Life,2025-2026,2026-05-17
Farris Hall,farris-hall-umhb,University of Mary Hardin-Baylor,Belton,TX,Suite,Shared,2011,163,https://www.umhb.edu/students/residence/housing-options,Four-story residence complex,,https://www.umhb.edu/students/residence/housing-options,UMHB Residence Life,2025-2026,2026-05-17
Garner Hall,garner-hall-umhb,University of Mary Hardin-Baylor,Belton,TX,Double,Communal,,,https://www.umhb.edu/students/residence/housing-options,,,https://www.umhb.edu/students/residence/housing-options,UMHB Residence Life,2025-2026,2026-05-17
Gettys Hall,gettys-hall-umhb,University of Mary Hardin-Baylor,Belton,TX,Double,Communal,,,https://www.umhb.edu/students/residence/housing-options,,,https://www.umhb.edu/students/residence/housing-options,UMHB Residence Life,2025-2026,2026-05-17
Johnson Hall,johnson-hall-umhb,University of Mary Hardin-Baylor,Belton,TX,Double,Communal,,,https://www.umhb.edu/students/residence/housing-options,,,https://www.umhb.edu/students/residence/housing-options,UMHB Residence Life,2025-2026,2026-05-17
Lord Hall,lord-hall-umhb,University of Mary Hardin-Baylor,Belton,TX,Double,Communal,2019,,https://www.umhb.edu/students/residence/housing-options,Newest residence hall,,https://www.umhb.edu/students/residence/housing-options,UMHB Residence Life,2025-2026,2026-05-17
McLane Hall,mclane-hall-umhb,University of Mary Hardin-Baylor,Belton,TX,Double,Communal,,,https://www.umhb.edu/students/residence/housing-options,,,https://www.umhb.edu/students/residence/housing-options,UMHB Residence Life,2025-2026,2026-05-17
Remschel Hall,remschel-hall-umhb,University of Mary Hardin-Baylor,Belton,TX,Double,Communal,,,https://www.umhb.edu/students/residence/housing-options,Women's residence,,https://www.umhb.edu/students/residence/housing-options,UMHB Residence Life,2025-2026,2026-05-17
Stribling Hall,stribling-hall-umhb,University of Mary Hardin-Baylor,Belton,TX,Double,Communal,,,https://www.umhb.edu/students/residence/housing-options,,,https://www.umhb.edu/students/residence/housing-options,UMHB Residence Life,2025-2026,2026-05-17
College View Apartments,college-view-apartments-umhb,University of Mary Hardin-Baylor,Belton,TX,Apartment,Private,,,https://www.umhb.edu/students/residence/housing-options,,,https://www.umhb.edu/students/residence/housing-options,UMHB Residence Life,2025-2026,2026-05-17
Independence Village,independence-village-umhb,University of Mary Hardin-Baylor,Belton,TX,Apartment,Private,,,https://www.umhb.edu/students/residence/housing-options,2-person and 4-person apartments,,https://www.umhb.edu/students/residence/housing-options,UMHB Residence Life,2025-2026,2026-05-17
Andrews Hall,andrews-hall-ut-austin,University of Texas at Austin,Austin,TX,Double,Communal,,,https://housing.utexas.edu/housing/residence-halls/residence-hall-locations,Honors housing,,https://housing.utexas.edu/housing/residence-halls/residence-hall-locations,University of Texas at Austin Housing and Dining,2025-2026,2026-05-17
Blanton Hall,blanton-hall-ut-austin,University of Texas at Austin,Austin,TX,Double,Communal,,,https://housing.utexas.edu/housing/residence-halls/residence-hall-locations,Honors housing,,https://housing.utexas.edu/housing/residence-halls/residence-hall-locations,University of Texas at Austin Housing and Dining,2025-2026,2026-05-17
Brackenridge Hall,brackenridge-hall-ut-austin,University of Texas at Austin,Austin,TX,Double,Communal,,,https://housing.utexas.edu/housing/residence-halls/residence-hall-locations,,,https://housing.utexas.edu/housing/residence-halls/residence-hall-locations,University of Texas at Austin Housing and Dining,2025-2026,2026-05-17
Carothers Hall,carothers-hall-ut-austin,University of Texas at Austin,Austin,TX,Double,Communal,,500,https://housing.utexas.edu/housing/residence-halls/residence-hall-locations,Honors housing,,https://housing.utexas.edu/housing/residence-halls/residence-hall-locations,University of Texas at Austin Housing and Dining,2025-2026,2026-05-17
Creekside Hall,creekside-hall-ut-austin,University of Texas at Austin,Austin,TX,Double,Communal,,,https://housing.utexas.edu/housing/residence-halls/residence-hall-locations,,,https://housing.utexas.edu/housing/residence-halls/residence-hall-locations,University of Texas at Austin Housing and Dining,2025-2026,2026-05-17
Dobie Twenty21,dobie-twenty21-ut-austin,University of Texas at Austin,Austin,TX,Apartment,Private,,,https://housing.utexas.edu/housing/residence-halls/residence-hall-locations,Apartment-style residence,,https://housing.utexas.edu/housing/residence-halls/residence-hall-locations,University of Texas at Austin Housing and Dining,2025-2026,2026-05-17
Duren Hall,duren-hall-ut-austin,University of Texas at Austin,Austin,TX,Suite,Shared,,,https://housing.utexas.edu/housing/residence-halls/residence-hall-locations,Modern residence hall,,https://housing.utexas.edu/housing/residence-halls/residence-hall-locations,University of Texas at Austin Housing and Dining,2025-2026,2026-05-17
Jester East Hall,jester-east-hall-ut-austin,University of Texas at Austin,Austin,TX,Double,Communal,,,https://housing.utexas.edu/housing/residence-halls/residence-hall-locations,Part of Jester Center,,https://housing.utexas.edu/housing/residence-halls/residence-hall-locations,University of Texas at Austin Housing and Dining,2025-2026,2026-05-17
Jester West Hall,jester-west-hall-ut-austin,University of Texas at Austin,Austin,TX,Double,Communal,,,https://housing.utexas.edu/housing/residence-halls/residence-hall-locations,Part of Jester Center,,https://housing.utexas.edu/housing/residence-halls/residence-hall-locations,University of Texas at Austin Housing and Dining,2025-2026,2026-05-17
Kinsolving Hall,kinsolving-hall-ut-austin,University of Texas at Austin,Austin,TX,Double,Communal,,,https://housing.utexas.edu/housing/residence-halls/residence-hall-locations,All-female residence,,https://housing.utexas.edu/housing/residence-halls/residence-hall-locations,University of Texas at Austin Housing and Dining,2025-2026,2026-05-17
Littlefield Hall,littlefield-hall-ut-austin,University of Texas at Austin,Austin,TX,Double,Communal,,,https://housing.utexas.edu/housing/residence-halls/residence-hall-locations,,,https://housing.utexas.edu/housing/residence-halls/residence-hall-locations,University of Texas at Austin Housing and Dining,2025-2026,2026-05-17
Moore-Hill Hall,moore-hill-hall-ut-austin,University of Texas at Austin,Austin,TX,Double,Communal,,,https://housing.utexas.edu/housing/residence-halls/residence-hall-locations,,,https://housing.utexas.edu/housing/residence-halls/residence-hall-locations,University of Texas at Austin Housing and Dining,2025-2026,2026-05-17
Prather Hall,prather-hall-ut-austin,University of Texas at Austin,Austin,TX,Double,Communal,,,https://housing.utexas.edu/housing/residence-halls/residence-hall-locations,,,https://housing.utexas.edu/housing/residence-halls/residence-hall-locations,University of Texas at Austin Housing and Dining,2025-2026,2026-05-17
Roberts Hall,roberts-hall-ut-austin,University of Texas at Austin,Austin,TX,Double,Communal,,,https://housing.utexas.edu/housing/residence-halls/residence-hall-locations,,,https://housing.utexas.edu/housing/residence-halls/residence-hall-locations,University of Texas at Austin Housing and Dining,2025-2026,2026-05-17
San Jacinto Hall,san-jacinto-hall-ut-austin,University of Texas at Austin,Austin,TX,Double,Communal,,,https://housing.utexas.edu/housing/residence-halls/residence-hall-locations,,,https://housing.utexas.edu/housing/residence-halls/residence-hall-locations,University of Texas at Austin Housing and Dining,2025-2026,2026-05-17
Whitis Avenue Hall,whitis-avenue-hall-ut-austin,University of Texas at Austin,Austin,TX,Double,Communal,,,https://housing.utexas.edu/housing/residence-halls/residence-hall-locations,,,https://housing.utexas.edu/housing/residence-halls/residence-hall-locations,University of Texas at Austin Housing and Dining,2025-2026,2026-05-17
Miner Village,miner-village-utep,University of Texas at El Paso,El Paso,TX,Apartment,Private,,,https://www.utep.edu/student-affairs/housing/,Apartment-style residence complex,,https://www.utep.edu/student-affairs/housing/,UTEP Housing and Residence Life,2025-2026,2026-05-17
Miner Heights,miner-heights-utep,University of Texas at El Paso,El Paso,TX,Apartment,Private,,,https://www.utep.edu/student-affairs/housing/,Apartment-style residence complex,,https://www.utep.edu/student-affairs/housing/,UTEP Housing and Residence Life,2025-2026,2026-05-17
Miner Canyon,miner-canyon-utep,University of Texas at El Paso,El Paso,TX,Apartment,Private,,,https://www.utep.edu/student-affairs/housing/,Apartment-style residence complex,,https://www.utep.edu/student-affairs/housing/,UTEP Housing and Residence Life,2025-2026,2026-05-17
Alvarez Hall,alvarez-hall-utsa,University of Texas at San Antonio,San Antonio,TX,Double,Communal,,,https://housing.utsa.edu/,,,https://housing.utsa.edu/,UTSA Housing,2025-2026,2026-05-17
Blanco Hall,blanco-hall-utsa,University of Texas at San Antonio,San Antonio,TX,Double,Communal,,,https://housing.utsa.edu/,,,https://housing.utsa.edu/,UTSA Housing,2025-2026,2026-05-17
Chaparral Village,chaparral-village-utsa,University of Texas at San Antonio,San Antonio,TX,Apartment,Private,,,https://housing.utsa.edu/,,,https://housing.utsa.edu/,UTSA Housing,2025-2026,2026-05-17
Chisholm Hall,chisholm-hall-utsa,University of Texas at San Antonio,San Antonio,TX,Double,Communal,,,https://housing.utsa.edu/,,,https://housing.utsa.edu/,UTSA Housing,2025-2026,2026-05-17
Guadalupe Hall,guadalupe-hall-utsa,University of Texas at San Antonio,San Antonio,TX,Double,Communal,,,https://housing.utsa.edu/,,,https://housing.utsa.edu/,UTSA Housing,2025-2026,2026-05-17
Laurel Village,laurel-village-utsa,University of Texas at San Antonio,San Antonio,TX,Suite,Shared,,,https://housing.utsa.edu/,,,https://housing.utsa.edu/,UTSA Housing,2025-2026,2026-05-17
University Oaks,university-oaks-utsa,University of Texas at San Antonio,San Antonio,TX,Apartment,Private,,,https://housing.utsa.edu/,Apartment-style residence,,https://housing.utsa.edu/,UTSA Housing,2025-2026,2026-05-17
Agnese Hall,agnese-hall-uiw,University of the Incarnate Word,San Antonio,TX,Double,Communal,,,https://my.uiw.edu/housing/apply-to-housing/index1.html,,,https://my.uiw.edu/housing/apply-to-housing/index1.html,University of the Incarnate Word Residence Life,2025-2026,2026-05-17
Sosa Hall,sosa-hall-uiw,University of the Incarnate Word,San Antonio,TX,Double,Communal,,,https://my.uiw.edu/housing/apply-to-housing/index1.html,,,https://my.uiw.edu/housing/apply-to-housing/index1.html,University of the Incarnate Word Residence Life,2025-2026,2026-05-17
Clement Hall,clement-hall-uiw,University of the Incarnate Word,San Antonio,TX,Double,Communal,,,https://my.uiw.edu/housing/apply-to-housing/index1.html,,,https://my.uiw.edu/housing/apply-to-housing/index1.html,University of the Incarnate Word Residence Life,2025-2026,2026-05-17
Dubuis Hall,dubuis-hall-uiw,University of the Incarnate Word,San Antonio,TX,Double,Communal,,,https://my.uiw.edu/housing/apply-to-housing/index1.html,,,https://my.uiw.edu/housing/apply-to-housing/index1.html,University of the Incarnate Word Residence Life,2025-2026,2026-05-17
Joeris Hall,joeris-hall-uiw,University of the Incarnate Word,San Antonio,TX,Double,Communal,,,https://my.uiw.edu/housing/apply-to-housing/index1.html,,,https://my.uiw.edu/housing/apply-to-housing/index1.html,University of the Incarnate Word Residence Life,2025-2026,2026-05-17
Sky View Hall,sky-view-hall-uiw,University of the Incarnate Word,San Antonio,TX,Suite,Shared,,,https://my.uiw.edu/housing/apply-to-housing/index1.html,,,https://my.uiw.edu/housing/apply-to-housing/index1.html,University of the Incarnate Word Residence Life,2025-2026,2026-05-17
Avoca,avoca-uiw,University of the Incarnate Word,San Antonio,TX,Apartment,Private,,,https://my.uiw.edu/housing/apply-to-housing/index1.html,,,https://my.uiw.edu/housing/apply-to-housing/index1.html,University of the Incarnate Word Residence Life,2025-2026,2026-05-17
Hillside Hall,hillside-hall-uiw,University of the Incarnate Word,San Antonio,TX,Double,Communal,,,https://my.uiw.edu/housing/apply-to-housing/index1.html,,,https://my.uiw.edu/housing/apply-to-housing/index1.html,University of the Incarnate Word Residence Life,2025-2026,2026-05-17
McCombs Hall,mccombs-hall-uiw,University of the Incarnate Word,San Antonio,TX,Apartment,Private,,,https://my.uiw.edu/housing/apply-to-housing/index1.html,,,https://my.uiw.edu/housing/apply-to-housing/index1.html,University of the Incarnate Word Residence Life,2025-2026,2026-05-17
St. Joseph's Hall,st-josephs-hall-uiw,University of the Incarnate Word,San Antonio,TX,Double,Communal,,,https://my.uiw.edu/housing/apply-to-housing/index1.html,,,https://my.uiw.edu/housing/apply-to-housing/index1.html,University of the Incarnate Word Residence Life,2025-2026,2026-05-17
Township,township-uiw,University of the Incarnate Word,San Antonio,TX,Apartment,Private,,,https://my.uiw.edu/housing/apply-to-housing/index1.html,,,https://my.uiw.edu/housing/apply-to-housing/index1.html,University of the Incarnate Word Residence Life,2025-2026,2026-05-17
Watson Lofts,watson-lofts-uiw,University of the Incarnate Word,San Antonio,TX,Apartment,Private,,,https://my.uiw.edu/housing/apply-to-housing/index1.html,,,https://my.uiw.edu/housing/apply-to-housing/index1.html,University of the Incarnate Word Residence Life,2025-2026,2026-05-17
Buff Hall,buff-hall-wtamu,West Texas A&M University,Canyon,TX,Double,Communal,,,https://www.wtamu.edu/student-life/residential-living/residence-halls/buff-hall.html,Co-ed residence,,https://www.wtamu.edu/student-life/residential-living/residence-halls/index.html,WTAMU Residential Living,2025-2026,2026-05-17
Centennial Hall,centennial-hall-wtamu,West Texas A&M University,Canyon,TX,Double,Communal,,,https://www.wtamu.edu/student-life/residential-living/residence-halls/index.html,Co-ed residence,,https://www.wtamu.edu/student-life/residential-living/residence-halls/index.html,WTAMU Residential Living,2025-2026,2026-05-17
